value,time,
0.00,356,
0.00,357,
0.00,358,
0.00,359,
0.00,360,
0.00,361,
0.00,362,
0.00,363,
0.00,364,
0.00,365,
0.00,366,
0.00,367,
0.00,368,
0.00,369,
0.00,370,
0.00,371,
0.00,372,
0.00,373,
0.00,374,
0.00,375,
0.00,376,
0.00,377,
0.00,378,
0.00,379,
0.00,380,
0.00,381,
0.00,382,
0.00,383,
0.00,384,
0.00,385,
0.00,386,
0.00,387,
0.00,388,
0.00,389,
0.00,390,
0.00,391,
0.00,392,
0.00,393,
0.00,394,
0.00,395,
0.00,396,
0.00,397,
0.00,398,
0.00,399,
0.00,400,
0.00,401,
0.00,402,
0.00,403,
0.00,404,
0.00,405,
0.00,406,
0.00,407,
0.00,408,
0.00,409,
0.00,410,
0.00,411,
0.00,412,
0.00,413,
0.00,414,
0.00,415,
0.00,416,
0.00,417,
0.00,418,
0.00,419,
0.00,420,
0.00,421,
0.00,422,
0.00,423,
0.00,424,
0.00,425,
0.00,426,
0.00,427,
0.00,428,
0.00,429,
0.00,430,
0.00,431,
0.00,432,
0.00,433,
0.00,434,
0.00,435,
0.00,436,
0.00,437,
0.00,438,
0.00,439,
0.00,440,
0.00,441,
0.00,442,
0.00,443,
0.00,444,
0.00,445,
0.00,446,
0.00,447,
0.00,448,
0.00,449,
0.00,450,
0.00,451,
0.00,452,
0.00,453,
0.00,454,
0.00,455,
0.00,456,
0.00,457,
0.00,458,
0.00,459,
0.00,460,
0.00,461,
0.00,462,
0.00,463,
0.00,464,
0.00,465,
0.00,466,
0.00,467,
0.00,468,
0.00,469,
0.00,470,
0.00,471,
0.00,472,
0.00,473,
0.00,474,
0.00,475,
0.00,476,
0.00,477,
0.00,478,
0.00,479,
0.00,480,
0.00,481,
0.00,482,
0.00,483,
0.00,484,
0.00,485,
0.00,486,
0.00,487,
0.00,488,
0.00,489,
0.00,490,
0.00,491,
0.00,492,
0.00,493,
0.00,494,
0.00,495,
0.00,496,
0.00,497,
0.00,498,
0.00,499,
0.00,500,
0.00,501,
0.00,502,
0.00,503,
0.00,504,
0.00,505,
0.00,506,
0.00,507,
0.00,508,
0.00,509,
0.00,510,
0.00,511,
0.00,512,
0.00,513,
0.00,514,
0.00,515,
0.00,516,
0.00,517,
0.00,518,
0.00,519,
0.00,520,
0.00,521,
0.00,522,
0.00,523,
0.00,524,
0.00,525,
0.00,526,
0.00,527,
0.00,528,
0.00,529,
4.00,530,
0.00,531,
0.00,532,
0.00,533,
0.00,534,
0.00,535,
0.00,536,
0.00,537,
0.00,538,
0.00,539,
0.00,540,
0.00,541,
0.00,542,
0.00,543,
0.00,544,
0.00,545,
0.00,546,
0.00,547,
0.00,548,
0.00,549,
0.00,550,
0.00,551,
0.00,552,
0.00,553,
0.00,554,
0.00,555,
0.00,556,
0.00,557,
0.00,558,
0.00,559,
0.00,560,
0.00,561,
0.00,562,
0.00,563,
0.00,564,
0.00,565,
0.00,566,
0.00,567,
0.00,568,
0.00,569,
0.00,570,
0.00,571,
0.00,572,
0.00,573,
0.00,574,
0.00,575,
0.00,576,
0.00,577,
0.00,578,
0.00,579,
0.00,580,
0.00,581,
3.00,582,
0.00,583,
0.00,584,
0.00,585,
0.00,586,
0.00,587,
0.00,588,
0.00,589,
0.00,590,
0.00,591,
0.00,592,
0.00,593,
0.00,594,
0.00,595,
0.00,596,
0.00,597,
0.00,598,
0.00,599,
0.00,600,
0.00,601,
0.00,602,
0.00,603,
0.00,604,
0.00,605,
0.00,606,
0.00,607,
0.00,608,
0.00,609,
0.00,610,
0.00,611,
0.00,612,
0.00,613,
0.00,614,
0.00,615,
0.00,616,
0.00,617,
0.00,618,
0.00,619,
0.00,620,
0.00,621,
0.00,622,
0.00,623,
0.00,624,
0.00,625,
0.00,626,
0.00,627,
0.00,628,
0.00,629,
0.00,630,
0.00,631,
0.00,632,
0.00,633,
0.00,634,
0.00,635,
0.00,636,
0.00,637,
0.00,638,
0.00,639,
0.00,640,
0.00,641,
0.00,642,
0.00,643,
0.00,644,
0.00,645,
0.00,646,
0.00,647,
0.00,648,
0.00,649,
0.00,650,
0.00,651,
0.00,652,
0.00,653,
0.00,654,
0.00,655,
0.00,656,
0.00,657,
0.00,658,
0.00,659,
0.00,660,
0.00,661,
0.00,662,
0.00,663,
0.00,664,
0.00,665,
0.00,666,
0.00,667,
0.00,668,
0.00,669,
0.00,670,
0.00,671,
0.00,672,
0.00,673,
0.00,674,
0.00,675,
0.00,676,
0.00,677,
0.00,678,
0.00,679,
0.00,680,
0.00,681,
0.00,682,
0.00,683,
0.00,684,
0.00,685,
0.00,686,
0.00,687,
0.00,688,
0.00,689,
0.00,690,
0.00,691,
0.00,692,
0.00,693,
0.00,694,
0.00,695,
0.00,696,
0.00,697,
0.00,698,
0.00,699,
0.00,700,
0.00,701,
0.00,702,
0.00,703,
0.00,704,
0.00,705,
0.00,706,
0.00,707,
0.00,708,
0.00,709,
0.00,710,
0.00,711,
0.00,712,
0.00,713,
0.00,714,
0.00,715,
0.00,716,
0.00,717,
0.00,718,
0.00,719,
0.00,720,
0.00,721,
0.00,722,
0.00,723,
0.00,724,
0.00,725,
0.00,726,
0.00,727,
0.00,728,
0.00,729,
0.00,730,
0.00,731,
0.00,732,
0.00,733,
0.00,734,
0.00,735,
0.00,736,
0.00,737,
0.00,738,
0.00,739,
0.00,740,
0.00,741,
0.00,742,
0.00,743,
0.00,744,
0.00,745,
0.00,746,
0.00,747,
0.00,748,
0.00,749,
0.00,750,
0.00,751,
0.00,752,
0.00,753,
0.00,754,
0.00,755,
0.00,756,
0.00,757,
0.00,758,
0.00,759,
0.00,760,
0.00,761,
0.00,762,
0.00,763,
0.00,764,
0.00,765,
0.00,766,
0.00,767,
0.00,768,
0.00,769,
0.00,770,
0.00,771,
0.00,772,
0.00,773,
0.00,774,
0.00,775,
0.00,776,
0.00,777,
0.00,778,
0.00,779,
0.00,780,
0.00,781,
0.00,782,
0.00,783,
0.00,784,
0.00,785,
0.00,786,
0.00,787,
0.00,788,
0.00,789,
0.00,790,
0.00,791,
0.00,792,
0.00,793,
0.00,794,
0.00,795,
0.00,796,
0.00,797,
0.00,798,
0.00,799,
0.00,800,
0.00,801,
0.00,802,
0.00,803,
0.00,804,
0.00,805,
0.00,806,
0.00,807,
0.00,808,
0.00,809,
0.00,810,
0.00,811,
0.00,812,
0.00,813,
0.00,814,
0.00,815,
0.00,816,
0.00,817,
0.00,818,
0.00,819,
0.00,820,
0.00,821,
0.00,822,
0.00,823,
0.00,824,
0.00,825,
0.00,826,
0.00,827,
0.00,828,
0.00,829,
0.00,830,
0.00,831,
0.00,832,
0.00,833,
0.00,834,
0.00,835,
0.00,836,
0.00,837,
0.00,838,
0.00,839,
0.00,840,
0.00,841,
0.00,842,
0.00,843,
0.00,844,
0.00,845,
0.00,846,
0.00,847,
0.00,848,
0.00,849,
0.00,850,
0.00,851,
0.00,852,
0.00,853,
0.00,854,
0.00,855,
0.00,856,
0.00,857,
0.00,858,
0.00,859,
0.00,860,
0.00,861,
0.00,862,
0.00,863,
0.00,864,
0.00,865,
0.00,866,
0.00,867,
0.00,868,
0.00,869,
0.00,870,
0.00,871,
0.00,872,
0.00,873,
0.00,874,
0.00,875,
0.00,876,
0.00,877,
0.00,878,
0.00,879,
0.00,880,
0.00,881,
0.00,882,
0.00,883,
0.00,884,
0.00,885,
0.00,886,
0.00,887,
0.00,888,
0.00,889,
0.00,890,
0.00,891,
0.00,892,
0.00,893,
0.00,894,
0.00,895,
0.00,896,
0.00,897,
0.00,898,
0.00,899,
0.00,900,
0.00,901,
0.00,902,
0.00,903,
0.00,904,
0.00,905,
0.00,906,
0.00,907,
0.00,908,
0.00,909,
0.00,910,
0.00,911,
0.00,912,
0.00,913,
0.00,914,
0.00,915,
0.00,916,
0.00,917,
0.00,918,
0.00,919,
0.00,920,
0.00,921,
0.00,922,
0.00,923,
0.00,924,
0.00,925,
0.00,926,
0.00,927,
0.00,928,
0.00,929,
0.00,930,
0.00,931,
0.00,932,
0.00,933,
0.00,934,
0.00,935,
0.00,936,
0.00,937,
0.00,938,
0.00,939,
0.00,940,
0.00,941,
0.00,942,
0.00,943,
0.00,944,
0.00,945,
0.00,946,
0.00,947,
0.00,948,
0.00,949,
0.00,950,
0.00,951,
0.00,952,
0.00,953,
0.00,954,
0.00,955,
0.00,956,
0.00,957,
0.00,958,
0.00,959,
0.00,960,
0.00,961,
0.00,962,
0.00,963,
0.00,964,
0.00,965,
0.00,966,
0.00,967,
0.00,968,
0.00,969,
0.00,970,
0.00,971,
0.00,972,
0.00,973,
0.00,974,
0.00,975,
0.00,976,
0.00,977,
0.00,978,
0.00,979,
0.00,980,
0.00,981,
0.00,982,
0.00,983,
0.00,984,
0.00,985,
0.00,986,
0.00,987,
0.00,988,
0.00,989,
0.00,990,
0.00,991,
0.00,992,
0.00,993,
0.00,994,
0.00,995,
0.00,996,
0.00,997,
0.00,998,
0.00,999,
0.00,1000,
0.00,1001,
0.00,1002,
0.00,1003,
0.00,1004,
0.00,1005,
0.00,1006,
0.00,1007,
0.00,1008,
0.00,1009,
0.00,1010,
0.00,1011,
0.00,1012,
0.00,1013,
0.00,1014,
0.00,1015,
0.00,1016,
0.00,1017,
0.00,1018,
0.00,1019,
0.00,1020,
0.00,1021,
0.00,1022,
0.00,1023,
0.00,1024,
0.00,1025,
0.00,1026,
0.00,1027,
0.00,1028,
0.00,1029,
0.00,1030,
0.00,1031,
0.00,1032,
0.00,1033,
0.00,1034,
0.00,1035,
0.00,1036,
0.00,1037,
0.00,1038,
0.00,1039,
0.00,1040,
0.00,1041,
0.00,1042,
0.00,1043,
0.00,1044,
0.00,1045,
0.00,1046,
0.00,1047,
0.00,1048,
0.00,1049,
0.00,1050,
0.00,1051,
0.00,1052,
0.00,1053,
0.00,1054,
0.00,1055,
0.00,1056,
0.00,1057,
0.00,1058,
0.00,1059,
0.00,1060,
0.00,1061,
0.00,1062,
0.00,1063,
0.00,1064,
0.00,1065,
0.00,1066,
0.00,1067,
0.00,1068,
0.00,1069,
0.00,1070,
0.00,1071,
0.00,1072,
0.00,1073,
0.00,1074,
0.00,1075,
0.00,1076,
0.00,1077,
0.00,1078,
0.00,1079,
0.00,1080,
0.00,1081,
0.00,1082,
0.00,1083,
0.00,1084,
0.00,1085,
0.00,1086,
0.00,1087,
0.00,1088,
0.00,1089,
0.00,1090,
0.00,1091,
0.00,1092,
0.00,1093,
0.00,1094,
0.00,1095,
0.00,1096,
0.00,1097,
0.00,1098,
0.00,1099,
0.00,1100,
0.00,1101,
0.00,1102,
0.00,1103,
0.00,1104,
0.00,1105,
0.00,1106,
0.00,1107,
0.00,1108,
0.00,1109,
0.00,1110,
0.00,1111,
0.00,1112,
0.00,1113,
0.00,1114,
0.00,1115,
0.00,1116,
0.00,1117,
0.00,1118,
0.00,1119,
0.00,1120,
0.00,1121,
0.00,1122,
0.00,1123,
0.00,1124,
0.00,1125,
0.00,1126,
0.00,1127,
0.00,1128,
0.00,1129,
7.00,1130,
8.00,1131,
4.00,1132,
11.00,1133,
7.00,1134,
8.00,1135,
8.00,1136,
8.00,1137,
4.00,1138,
6.00,1139,
10.00,1140,
6.00,1141,
8.00,1142,
8.00,1143,
13.00,1144,
9.00,1145,
11.00,1146,
10.00,1147,
8.00,1148,
9.00,1149,
8.00,1150,
9.00,1151,
10.00,1152,
4.00,1153,
8.00,1154,
9.00,1155,
11.00,1156,
8.00,1157,
7.00,1158,
12.00,1159,
7.00,1160,
12.00,1161,
7.00,1162,
11.00,1163,
6.00,1164,
7.00,1165,
9.00,1166,
5.00,1167,
11.00,1168,
7.00,1169,
11.00,1170,
7.00,1171,
7.00,1172,
6.00,1173,
7.00,1174,
9.00,1175,
11.00,1176,
7.00,1177,
6.00,1178,
6.00,1179,
6.00,1180,
5.00,1181,
15.00,1182,
6.00,1183,
8.00,1184,
7.00,1185,
10.00,1186,
6.00,1187,
4.00,1188,
7.00,1189,
7.00,1190,
8.00,1191,
9.00,1192,
8.00,1193,
11.00,1194,
8.00,1195,
12.00,1196,
5.00,1197,
12.00,1198,
5.00,1199,
11.00,1200,
7.00,1201,
4.00,1202,
9.00,1203,
8.00,1204,
14.00,1205,
8.00,1206,
11.00,1207,
6.00,1208,
6.00,1209,
6.00,1210,
8.00,1211,
11.00,1212,
4.00,1213,
11.00,1214,
6.00,1215,
6.00,1216,
10.00,1217,
7.00,1218,
7.00,1219,
8.00,1220,
9.00,1221,
11.00,1222,
5.00,1223,
7.00,1224,
7.00,1225,
10.00,1226,
5.00,1227,
11.00,1228,
8.00,1229,
9.00,1230,
8.00,1231,
4.00,1232,
13.00,1233,
9.00,1234,
11.00,1235,
7.00,1236,
5.00,1237,
10.00,1238,
6.00,1239,
6.00,1240,
8.00,1241,
10.00,1242,
6.00,1243,
8.00,1244,
7.00,1245,
8.00,1246,
12.00,1247,
5.00,1248,
11.00,1249,
7.00,1250,
6.00,1251,
10.00,1252,
7.00,1253,
6.00,1254,
7.00,1255,
9.00,1256,
7.00,1257,
8.00,1258,
12.00,1259,
5.00,1260,
5.00,1261,
8.00,1262,
11.00,1263,
7.00,1264,
4.00,1265,
10.00,1266,
6.00,1267,
12.00,1268,
2.00,1269,
8.00,1270,
9.00,1271,
1.00,1272,
12.00,1273,
7.00,1274,
10.00,1275,
6.00,1276,
8.00,1277,
12.00,1278,
8.00,1279,
8.00,1280,
7.00,1281,
11.00,1282,
10.00,1283,
11.00,1284,
8.00,1285,
6.00,1286,
11.00,1287,
7.00,1288,
10.00,1289,
10.00,1290,
9.00,1291,
10.00,1292,
8.00,1293,
12.00,1294,
7.00,1295,
11.00,1296,
9.00,1297,
7.00,1298,
10.00,1299,
4.00,1300,
0.00,1301,
0.00,1302,
0.00,1303,
0.00,1304,
0.00,1305,
0.00,1306,
0.00,1307,
0.00,1308,
0.00,1309,
4.00,1310,
0.00,1311,
0.00,1312,
0.00,1313,
0.00,1314,
0.00,1315,
0.00,1316,
0.00,1317,
0.00,1318,
0.00,1319,
0.00,1320,
0.00,1321,
0.00,1322,
0.00,1323,
0.00,1324,
0.00,1325,
0.00,1326,
0.00,1327,
0.00,1328,
0.00,1329,
0.00,1330,
0.00,1331,
0.00,1332,
0.00,1333,
0.00,1334,
0.00,1335,
0.00,1336,
0.00,1337,
0.00,1338,
0.00,1339,
0.00,1340,
0.00,1341,
0.00,1342,
0.00,1343,
0.00,1344,
0.00,1345,
0.00,1346,
0.00,1347,
0.00,1348,
0.00,1349,
0.00,1350,
0.00,1351,
0.00,1352,
0.00,1353,
0.00,1354,
0.00,1355,
0.00,1356,
0.00,1357,
0.00,1358,
0.00,1359,
0.00,1360,
0.00,1361,
0.00,1362,
0.00,1363,
0.00,1364,
0.00,1365,
0.00,1366,
0.00,1367,
0.00,1368,
0.00,1369,
0.00,1370,
0.00,1371,
0.00,1372,
0.00,1373,
0.00,1374,
0.00,1375,
0.00,1376,
0.00,1377,
0.00,1378,
0.00,1379,
0.00,1380,
0.00,1381,
0.00,1382,
0.00,1383,
0.00,1384,
0.00,1385,
0.00,1386,
0.00,1387,
0.00,1388,
0.00,1389,
0.00,1390,
0.00,1391,
2.00,1392,
0.00,1393,
0.00,1394,
0.00,1395,
0.00,1396,
0.00,1397,
0.00,1398,
0.00,1399,
0.00,1400,
0.00,1401,
0.00,1402,
0.00,1403,
0.00,1404,
0.00,1405,
0.00,1406,
0.00,1407,
0.00,1408,
0.00,1409,
0.00,1410,
0.00,1411,
0.00,1412,
0.00,1413,
0.00,1414,
0.00,1415,
0.00,1416,
0.00,1417,
0.00,1418,
0.00,1419,
0.00,1420,
0.00,1421,
0.00,1422,
0.00,1423,
0.00,1424,
0.00,1425,
0.00,1426,
0.00,1427,
0.00,1428,
0.00,1429,
0.00,1430,
0.00,1431,
0.00,1432,
0.00,1433,
0.00,1434,
0.00,1435,
0.00,1436,
0.00,1437,
0.00,1438,
0.00,1439,
0.00,1440,
0.00,1441,
0.00,1442,
0.00,1443,
0.00,1444,
0.00,1445,
0.00,1446,
0.00,1447,
0.00,1448,
0.00,1449,
0.00,1450,
0.00,1451,
0.00,1452,
0.00,1453,
0.00,1454,
0.00,1455,
0.00,1456,
0.00,1457,
0.00,1458,
0.00,1459,
0.00,1460,
0.00,1461,
0.00,1462,
0.00,1463,
0.00,1464,
0.00,1465,
0.00,1466,
0.00,1467,
0.00,1468,
0.00,1469,
0.00,1470,
0.00,1471,
0.00,1472,
0.00,1473,
0.00,1474,
0.00,1475,
0.00,1476,
0.00,1477,
0.00,1478,
0.00,1479,
0.00,1480,
7.00,1481,
4.00,1482,
9.00,1483,
10.00,1484,
9.00,1485,
5.00,1486,
6.00,1487,
6.00,1488,
5.00,1489,
8.00,1490,
5.00,1491,
21.00,1492,
5.00,1493,
9.00,1494,
9.00,1495,
11.00,1496,
6.00,1497,
5.00,1498,
10.00,1499,
2.00,1500,
10.00,1501,
6.00,1502,
4.00,1503,
8.00,1504,
5.00,1505,
11.00,1506,
5.00,1507,
7.00,1508,
8.00,1509,
12.00,1510,
6.00,1511,
8.00,1512,
9.00,1513,
9.00,1514,
13.00,1515,
7.00,1516,
13.00,1517,
7.00,1518,
6.00,1519,
10.00,1520,
6.00,1521,
11.00,1522,
0.00,1523,
10.00,1524,
10.00,1525,
5.00,1526,
12.00,1527,
6.00,1528,
7.00,1529,
8.00,1530,
6.00,1531,
10.00,1532,
6.00,1533,
7.00,1534,
9.00,1535,
11.00,1536,
5.00,1537,
5.00,1538,
9.00,1539,
10.00,1540,
5.00,1541,
3.00,1542,
5.00,1543,
5.00,1544,
7.00,1545,
8.00,1546,
9.00,1547,
11.00,1548,
5.00,1549,
12.00,1550,
6.00,1551,
6.00,1552,
9.00,1553,
7.00,1554,
11.00,1555,
7.00,1556,
10.00,1557,
7.00,1558,
6.00,1559,
10.00,1560,
12.00,1561,
9.00,1562,
10.00,1563,
14.00,1564,
7.00,1565,
6.00,1566,
7.00,1567,
6.00,1568,
9.00,1569,
10.00,1570,
6.00,1571,
5.00,1572,
7.00,1573,
7.00,1574,
4.00,1575,
9.00,1576,
9.00,1577,
11.00,1578,
8.00,1579,
13.00,1580,
5.00,1581,
6.00,1582,
10.00,1583,
5.00,1584,
9.00,1585,
7.00,1586,
8.00,1587,
11.00,1588,
11.00,1589,
5.00,1590,
5.00,1591,
7.00,1592,
8.00,1593,
14.00,1594,
7.00,1595,
0.00,1596,
10.00,1597,
11.00,1598,
6.00,1599,
6.00,1600,
3.00,1601,
9.00,1602,
6.00,1603,
12.00,1604,
4.00,1605,
5.00,1606,
4.00,1607,
6.00,1608,
6.00,1609,
5.00,1610,
11.00,1611,
5.00,1612,
10.00,1613,
2.00,1614,
7.00,1615,
7.00,1616,
5.00,1617,
10.00,1618,
5.00,1619,
8.00,1620,
8.00,1621,
13.00,1622,
9.00,1623,
5.00,1624,
13.00,1625,
9.00,1626,
8.00,1627,
8.00,1628,
10.00,1629,
8.00,1630,
6.00,1631,
10.00,1632,
5.00,1633,
9.00,1634,
8.00,1635,
11.00,1636,
3.00,1637,
5.00,1638,
10.00,1639,
6.00,1640,
6.00,1641,
7.00,1642,
11.00,1643,
7.00,1644,
7.00,1645,
11.00,1646,
4.00,1647,
9.00,1648,
9.00,1649,
11.00,1650,
7.00,1651,
7.00,1652,
10.00,1653,
6.00,1654,
7.00,1655,
9.00,1656,
11.00,1657,
6.00,1658,
6.00,1659,
10.00,1660,
8.00,1661,
8.00,1662,
8.00,1663,
13.00,1664,
8.00,1665,
6.00,1666,
8.00,1667,
6.00,1668,
10.00,1669,
8.00,1670,
10.00,1671,
8.00,1672,
5.00,1673,
9.00,1674,
8.00,1675,
11.00,1676,
9.00,1677,
10.00,1678,
4.00,1679,
7.00,1680,
9.00,1681,
10.00,1682,
7.00,1683,
4.00,1684,
5.00,1685,
6.00,1686,
5.00,1687,
7.00,1688,
7.00,1689,
6.00,1690,
5.00,1691,
11.00,1692,
4.00,1693,
7.00,1694,
7.00,1695,
4.00,1696,
10.00,1697,
6.00,1698,
8.00,1699,
8.00,1700,
11.00,1701,
6.00,1702,
7.00,1703,
10.00,1704,
5.00,1705,
9.00,1706,
6.00,1707,
11.00,1708,
14.00,1709,
6.00,1710,
8.00,1711,
4.00,1712,
10.00,1713,
7.00,1714,
8.00,1715,
7.00,1716,
4.00,1717,
6.00,1718,
8.00,1719,
10.00,1720,
7.00,1721,
12.00,1722,
5.00,1723,
5.00,1724,
9.00,1725,
7.00,1726,
9.00,1727,
10.00,1728,
7.00,1729,
7.00,1730,
6.00,1731,
6.00,1732,
5.00,1733,
6.00,1734,
4.00,1735,
8.00,1736,
3.00,1737,
10.00,1738,
9.00,1739,
6.00,1740,
9.00,1741,
10.00,1742,
4.00,1743,
4.00,1744,
8.00,1745,
6.00,1746,
3.00,1747,
10.00,1748,
3.00,1749,
10.00,1750,
5.00,1751,
7.00,1752,
6.00,1753,
5.00,1754,
10.00,1755,
6.00,1756,
9.00,1757,
8.00,1758,
11.00,1759,
8.00,1760,
7.00,1761,
9.00,1762,
9.00,1763,
10.00,1764,
9.00,1765,
12.00,1766,
7.00,1767,
6.00,1768,
8.00,1769,
8.00,1770,
14.00,1771,
9.00,1772,
10.00,1773,
8.00,1774,
4.00,1775,
8.00,1776,
8.00,1777,
12.00,1778,
5.00,1779,
11.00,1780,
7.00,1781,
3.00,1782,
8.00,1783,
8.00,1784,
12.00,1785,
6.00,1786,
10.00,1787,
5.00,1788,
6.00,1789,
15.00,1790,
6.00,1791,
7.00,1792,
6.00,1793,
10.00,1794,
6.00,1795,
5.00,1796,
10.00,1797,
5.00,1798,
9.00,1799,
7.00,1800,
10.00,1801,
8.00,1802,
6.00,1803,
8.00,1804,
13.00,1805,
5.00,1806,
4.00,1807,
5.00,1808,
5.00,1809,
8.00,1810,
10.00,1811,
8.00,1812,
9.00,1813,
9.00,1814,
9.00,1815,
9.00,1816,
7.00,1817,
7.00,1818,
7.00,1819,
5.00,1820,
5.00,1821,
5.00,1822,
5.00,1823,
8.00,1824,
10.00,1825,
6.00,1826,
7.00,1827,
5.00,1828,
9.00,1829,
6.00,1830,
12.00,1831,
7.00,1832,
12.00,1833,
7.00,1834,
6.00,1835,
9.00,1836,
7.00,1837,
11.00,1838,
6.00,1839,
10.00,1840,
8.00,1841,
6.00,1842,
9.00,1843,
7.00,1844,
10.00,1845,
7.00,1846,
11.00,1847,
7.00,1848,
3.00,1849,
8.00,1850,
8.00,1851,
10.00,1852,
7.00,1853,
9.00,1854,
11.00,1855,
6.00,1856,
7.00,1857,
6.00,1858,
12.00,1859,
7.00,1860,
11.00,1861,
7.00,1862,
3.00,1863,
13.00,1864,
5.00,1865,
9.00,1866,
8.00,1867,
8.00,1868,
10.00,1869,
4.00,1870,
9.00,1871,
8.00,1872,
