value,time
2.00,36118
1.00,36119
5.00,36120
8.00,36121
4.00,36122
1.00,36123
1.00,36124
5.00,36125
4.00,36126
7.00,36127
5.00,36128
4.00,36129
2.00,36130
1.00,36131
8.00,36132
3.00,36133
2.00,36134
5.00,36135
6.00,36136
5.00,36137
1.00,36138
3.00,36139
8.00,36140
8.00,36141
2.00,36142
4.00,36143
6.00,36144
6.00,36145
5.00,36146
2.00,36147
8.00,36148
7.00,36149
2.00,36150
2.00,36151
2.00,36152
6.00,36153
8.00,36154
5.00,36155
4.00,36156
2.00,36157
4.00,36158
4.00,36159
7.00,36160
4.00,36161
5.00,36162
2.00,36163
2.00,36164
8.00,36165
6.00,36166
7.00,36167
1.00,36168
2.00,36169
6.00,36170
4.00,36171
4.00,36172
2.00,36173
5.00,36174
7.00,36175
2.00,36176
4.00,36179
3.00,36180
8.00,36181
8.00,36182
2.00,36183
2.00,36184
2.00,36185
8.00,36186
8.00,36187
4.00,36188
3.00,36189
3.00,36190
6.00,36191
6.00,36192
6.00,36193
5.00,36194
2.00,36195
4.00,36196
3.00,36197
8.00,36198
7.00,36199
5.00,36200
1.00,36201
3.00,36202
7.00,36203
3.00,36204
2.00,36205
4.00,36206
7.00,36207
8.00,36208
2.00,36209
2.00,36210
7.00,36211
9.00,36212
3.00,36213
3.00,36214
3.00,36215
8.00,36216
5.00,36217
1.00,36218
5.00,36219
9.00,36220
4.00,36221
3.00,36222
1.00,36223
5.00,36224
6.00,36225
7.00,36226
5.00,36227
4.00,36228
3.00,36229
5.00,36230
9.00,36231
6.00,36232
5.00,36233
2.00,36234
2.00,36235
8.00,36236
8.00,36237
10.00,36238
4.00,36239
5.00,36240
7.00,36241
2.00,36242
1.00,36243
7.00,36244
7.00,36245
5.00,36246
3.00,36247
2.00,36248
8.00,36249
7.00,36250
7.00,36251
3.00,36252
3.00,36253
8.00,36254
8.00,36255
9.00,36256
4.00,36257
4.00,36258
6.00,36259
7.00,36260
7.00,36261
4.00,36262
2.00,36263
2.00,36264
7.00,36265
7.00,36266
2.00,36267
1.00,36268
6.00,36269
5.00,36270
3.00,36271
3.00,36272
3.00,36273
6.00,36274
1.00,36275
2.00,36276
6.00,36277
7.00,36278
4.00,36279
1.00,36280
3.00,36281
9.00,36282
6.00,36283
1.00,36284
6.00,36285
7.00,36286
5.00,36287
3.00,36288
2.00,36289
4.00,36290
6.00,36291
8.00,36292
4.00,36293
7.00,36294
2.00,36295
4.00,36296
9.00,36297
8.00,36298
8.00,36299
3.00,36300
1.00,36301
8.00,36302
5.00,36303
3.00,36304
3.00,36305
5.00,36306
7.00,36307
4.00,36309
2.00,36310
4.00,36311
3.00,36312
8.00,36313
6.00,36314
4.00,36315
1.00,36316
3.00,36317
4.00,36318
7.00,36319
7.00,36320
1.00,36321
6.00,36322
8.00,36323
4.00,36324
2.00,36325
3.00,36326
8.00,36327
9.00,36328
2.00,36329
1.00,36331
1.00,36332
4.00,36333
6.00,36334
6.00,36335
4.00,36336
2.00,36337
4.00,36338
3.00,36339
8.00,36340
2.00,36341
3.00,36342
7.00,36343
8.00,36344
3.00,36345
3.00,36346
4.00,36347
9.00,36348
7.00,36349
2.00,36350
7.00,36351
8.00,36352
4.00,36353
4.00,36354
4.00,36355
8.00,36356
7.00,36357
1.00,36358
2.00,36359
1.00,36360
7.00,36361
8.00,36362
2.00,36363
2.00,36364
2.00,36365
6.00,36366
8.00,36367
5.00,36368
4.00,36369
3.00,36370
4.00,36371
4.00,36372
7.00,36373
6.00,36374
5.00,36375
2.00,36376
3.00,36377
8.00,36378
3.00,36379
2.00,36380
4.00,36381
6.00,36382
6.00,36383
1.00,36384
4.00,36385
6.00,36386
8.00,36387
3.00,36388
4.00,36389
4.00,36390
7.00,36391
4.00,36392
1.00,36393
7.00,36394
12.00,36395
1.00,36396
2.00,36397
4.00,36398
8.00,36399
7.00,36400
2.00,36401
1.00,36402
3.00,36403
8.00,36404
7.00,36405
3.00,36406
4.00,36407
5.00,36408
5.00,36409
7.00,36410
1.00,36411
7.00,36412
8.00,36413
4.00,36414
4.00,36415
4.00,36416
9.00,36417
7.00,36418
2.00,36419
2.00,36420
8.00,36421
5.00,36422
4.00,36423
3.00,36424
4.00,36425
4.00,36426
8.00,36427
5.00,36428
1.00,36429
3.00,36430
3.00,36431
9.00,36432
8.00,36433
2.00,36434
2.00,36435
1.00,36436
7.00,36437
7.00,36438
4.00,36439
2.00,36440
2.00,36441
7.00,36442
6.00,36443
5.00,36444
1.00,36445
3.00,36446
8.00,36447
8.00,36448
1.00,36449
4.00,36450
6.00,36451
6.00,36452
7.00,36453
2.00,36454
7.00,36455
10.00,36456
1.00,36457
2.00,36458
3.00,36459
9.00,36460
6.00,36461
3.00,36463
4.00,36464
6.00,36465
8.00,36466
6.00,36467
1.00,36468
6.00,36469
8.00,36470
2.00,36471
3.00,36472
2.00,36473
5.00,36474
5.00,36475
5.00,36476
7.00,36477
3.00,36478
2.00,36479
4.00,36480
8.00,36481
8.00,36482
5.00,36483
1.00,36484
2.00,36485
8.00,36486
3.00,36487
2.00,36488
5.00,36489
5.00,36490
6.00,36491
2.00,36492
1.00,36493
8.00,36494
7.00,36495
3.00,36496
5.00,36497
5.00,36498
8.00,36499
6.00,36500
1.00,36501
7.00,36502
8.00,36503
5.00,36504
2.00,36505
6.00,36506
7.00,36507
7.00,36508
1.00,36509
1.00,36510
1.00,36511
6.00,36512
8.00,36513
2.00,36514
3.00,36516
3.00,36517
4.00,36518
5.00,36519
7.00,36520
2.00,36521
2.00,36522
6.00,36523
8.00,36524
8.00,36525
2.00,36526
1.00,36527
6.00,36528
7.00,36529
7.00,36530
6.00,36531
2.00,36532
3.00,36533
5.00,36534
7.00,36535
7.00,36536
5.00,36537
2.00,36538
2.00,36539
5.00,36540
6.00,36541
7.00,36542
1.00,36543
7.00,36544
6.00,36545
6.00,36546
6.00,36547
3.00,36548
9.00,36549
8.00,36550
2.00,36551
3.00,36552
7.00,36553
7.00,36554
5.00,36555
2.00,36556
5.00,36557
7.00,36558
3.00,36559
3.00,36561
6.00,36562
8.00,36563
7.00,36564
1.00,36565
2.00,36566
7.00,36567
5.00,36568
4.00,36569
4.00,36570
3.00,36571
8.00,36572
1.00,36573
1.00,36574
6.00,36575
7.00,36576
6.00,36577
4.00,36578
2.00,36579
8.00,36580
9.00,36581
8.00,36582
1.00,36583
1.00,36584
7.00,36585
7.00,36586
8.00,36587
2.00,36588
4.00,36590
3.00,36591
8.00,36592
8.00,36593
2.00,36594
1.00,36595
7.00,36596
6.00,36597
5.00,36598
2.00,36599
5.00,36600
4.00,36601
9.00,36602
7.00,36603
2.00,36604
2.00,36605
2.00,36606
9.00,36607
8.00,36608
2.00,36609
3.00,36610
4.00,36611
5.00,36612
9.00,36613
4.00,36614
2.00,36615
2.00,36616
4.00,36617
7.00,36618
6.00,36619
1.00,36620
2.00,36621
7.00,36622
8.00,36623
4.00,36624
5.00,36625
5.00,36626
6.00,36627
6.00,36628
1.00,36629
8.00,36630
5.00,36631
3.00,36632
6.00,36634
3.00,36635
3.00,36636
3.00,36637
7.00,36638
1.00,36639
3.00,36640
6.00,36641
8.00,36642
5.00,36643
4.00,36644
4.00,36645
7.00,36646
9.00,36647
3.00,36648
8.00,36649
7.00,36650
6.00,36651
4.00,36652
2.00,36653
8.00,36654
7.00,36655
3.00,36656
1.00,36657
1.00,36658
6.00,36659
7.00,36660
3.00,36661
2.00,36662
2.00,36663
5.00,36664
8.00,36665
6.00,36666
5.00,36667
5.00,36668
4.00,36669
3.00,36670
8.00,36671
2.00,36672
4.00,36674
4.00,36675
5.00,36676
6.00,36677
6.00,36678
4.00,36679
1.00,36680
4.00,36681
6.00,36682
7.00,36683
6.00,36684
3.00,36685
2.00,36686
2.00,36687
9.00,36688
8.00,36689
3.00,36690
3.00,36691
6.00,36692
7.00,36693
7.00,36694
2.00,36695
8.00,36696
8.00,36697
3.00,36698
2.00,36699
5.00,36700
7.00,36701
11.00,36702
4.00,36703
6.00,36704
7.00,36705
5.00,36706
6.00,36707
2.00,36708
4.00,36709
5.00,36710
5.00,36711
6.00,36712
2.00,36713
2.00,36714
3.00,36715
9.00,36716
8.00,36717
1.00,36718
5.00,36719
6.00,36720
7.00,36721
4.00,36722
2.00,36723
8.00,36724
9.00,36725
3.00,36726
2.00,36727
7.00,36728
7.00,36729
5.00,36730
1.00,36731
2.00,36732
9.00,36733
4.00,36734
3.00,36735
3.00,36736
6.00,36737
6.00,36738
5.00,36739
5.00,36740
4.00,36741
5.00,36742
4.00,36743
7.00,36744
8.00,36745
2.00,36747
5.00,36748
7.00,36749
6.00,36750
5.00,36751
2.00,36752
8.00,36753
8.00,36754
3.00,36755
2.00,36756
1.00,36757
7.00,36758
8.00,36759
4.00,36760
3.00,36761
6.00,36762
4.00,36763
6.00,36764
6.00,36765
5.00,36766
8.00,36767
2.00,36768
3.00,36769
7.00,36770
2.00,36771
1.00,36772
7.00,36773
6.00,36774
6.00,36775
2.00,36776
4.00,36777
9.00,36778
8.00,36779
1.00,36780
4.00,36781
6.00,36782
6.00,36783
3.00,36784
2.00,36785
9.00,36786
8.00,36787
4.00,36788
3.00,36789
5.00,36790
8.00,36791
6.00,36792
2.00,36793
3.00,36794
4.00,36795
7.00,36796
10.00,36797
3.00,36798
5.00,36799
5.00,36800
7.00,36801
6.00,36802
1.00,36803
7.00,36804
8.00,36805
3.00,36806
3.00,36807
5.00,36808
7.00,36809
7.00,36810
1.00,36811
2.00,36812
6.00,36813
3.00,36814
2.00,36815
4.00,36816
5.00,36817
8.00,36818
1.00,36819
3.00,36820
6.00,36821
10.00,36822
2.00,36823
8.00,36824
7.00,36825
6.00,36826
4.00,36827
3.00,36828
5.00,36829
6.00,36830
7.00,36831
2.00,36832
1.00,36833
6.00,36834
8.00,36835
3.00,36836
6.00,36837
5.00,36838
7.00,36839
6.00,36840
2.00,36841
8.00,36842
8.00,36843
5.00,36844
5.00,36845
5.00,36846
8.00,36847
6.00,36848
2.00,36849
4.00,36850
9.00,36851
5.00,36852
3.00,36853
3.00,36854
5.00,36855
7.00,36856
7.00,36857
4.00,36858
2.00,36859
4.00,36860
4.00,36861
7.00,36862
8.00,36863
3.00,36864
2.00,36865
2.00,36866
7.00,36867
8.00,36868
2.00,36869
4.00,36870
6.00,36871
6.00,36872
6.00,36873
2.00,36874
8.00,36875
9.00,36876
4.00,36877
4.00,36878
4.00,36879
8.00,36880
6.00,36881
1.00,36882
4.00,36883
7.00,36884
5.00,36885
4.00,36886
5.00,36887
5.00,36888
8.00,36889
3.00,36890
3.00,36891
5.00,36892
7.00,36893
9.00,36894
4.00,36895
3.00,36896
5.00,36897
6.00,36898
6.00,36899
5.00,36900
4.00,36901
3.00,36902
4.00,36903
4.00,36904
8.00,36905
7.00,36906
1.00,36907
6.00,36908
10.00,36909
3.00,36910
4.00,36911
9.00,36912
4.00,36913
4.00,36914
4.00,36915
6.00,36916
6.00,36917
1.00,36918
2.00,36919
6.00,36920
7.00,36921
10.00,36922
3.00,36923
3.00,36924
8.00,36925
6.00,36926
7.00,36927
3.00,36928
1.00,36929
8.00,36930
6.00,36931
4.00,36932
3.00,36933
5.00,36934
9.00,36935
1.00,36936
2.00,36937
6.00,36938
8.00,36939
4.00,36940
3.00,36941
5.00,36942
8.00,36943
9.00,36944
2.00,36945
5.00,36946
7.00,36947
5.00,36948
6.00,36949
1.00,36950
5.00,36951
5.00,36952
6.00,36953
6.00,36954
5.00,36955
2.00,36956
3.00,36957
10.00,36958
4.00,36959
4.00,36960
8.00,36961
8.00,36962
2.00,36963
6.00,36964
6.00,36965
8.00,36966
5.00,36967
3.00,36968
9.00,36969
9.00,36970
2.00,36971
1.00,36972
5.00,36973
9.00,36974
6.00,36975
3.00,36976
2.00,36977
2.00,36978
9.00,36979
9.00,36980
2.00,36981
2.00,36982
3.00,36983
7.00,36984
9.00,36985
4.00,36986
1.00,36987
3.00,36988
5.00,36989
7.00,36990
5.00,36991
4.00,36992
3.00,36993
4.00,36994
4.00,36995
6.00,36996
1.00,36997
3.00,36999
5.00,37000
6.00,37001
7.00,37002
5.00,37003
4.00,37004
3.00,37005
4.00,37006
6.00,37007
8.00,37008
8.00,37009
2.00,37010
7.00,37011
8.00,37012
3.00,37013
4.00,37014
4.00,37015
8.00,37016
7.00,37017
2.00,37018
2.00,37019
8.00,37020
7.00,37021
3.00,37022
3.00,37023
7.00,37024
8.00,37025
2.00,37026
2.00,37027
7.00,37028
8.00,37029
3.00,37030
3.00,37031
5.00,37032
9.00,37033
7.00,37034
6.00,37035
1.00,37036
1.00,37037
8.00,37038
7.00,37039
7.00,37040
3.00,37041
2.00,37042
5.00,37043
9.00,37044
7.00,37045
3.00,37046
3.00,37047
3.00,37048
9.00,37049
7.00,37050
2.00,37051
2.00,37052
7.00,37053
6.00,37054
5.00,37055
4.00,37056
3.00,37057
8.00,37058
2.00,37059
2.00,37060
7.00,37061
7.00,37062
5.00,37063
3.00,37064
3.00,37065
9.00,37066
8.00,37067
2.00,37068
5.00,37069
7.00,37070
5.00,37071
5.00,37072
4.00,37073
3.00,37074
6.00,37075
8.00,37076
9.00,37077
6.00,37078
3.00,37079
3.00,37080
9.00,37081
8.00,37082
8.00,37083
2.00,37084
2.00,37085
8.00,37086
7.00,37087
4.00,37088
3.00,37089
5.00,37090
8.00,37091
2.00,37092
3.00,37093
6.00,37094
5.00,37095
6.00,37096
2.00,37097
3.00,37098
8.00,37099
9.00,37100
2.00,37101
4.00,37102
6.00,37103
7.00,37104
7.00,37105
2.00,37106
7.00,37107
7.00,37108
3.00,37109
2.00,37110
1.00,37111
6.00,37112
7.00,37113
6.00,37114
3.00,37115
3.00,37116
3.00,37117
5.00,37118
7.00,37119
6.00,37120
7.00,37121
2.00,37122
3.00,37123
8.00,37124
5.00,37126
5.00,37127
2.00,37128
3.00,37129
4.00,37130
8.00,37131
6.00,37132
1.00,37133
2.00,37134
3.00,37135
9.00,37136
9.00,37137
3.00,37138
1.00,37139
3.00,37140
8.00,37141
8.00,37142
3.00,37143
4.00,37144
4.00,37145
8.00,37146
7.00,37147
2.00,37148
10.00,37149
1.00,37150
7.00,37151
6.00,37152
8.00,37153
5.00,37154
4.00,37155
5.00,37156
5.00,37157
5.00,37158
7.00,37159
6.00,37160
2.00,37161
4.00,37162
4.00,37163
8.00,37164
8.00,37165
3.00,37166
4.00,37167
2.00,37168
7.00,37169
9.00,37170
5.00,37171
4.00,37172
5.00,37173
8.00,37174
8.00,37175
2.00,37176
8.00,37177
8.00,37178
7.00,37179
4.00,37180
4.00,37181
8.00,37182
9.00,37183
2.00,37184
3.00,37185
6.00,37186
4.00,37187
5.00,37188
4.00,37189
3.00,37190
5.00,37191
7.00,37192
6.00,37193
3.00,37194
2.00,37195
6.00,37196
8.00,37197
8.00,37198
3.00,37199
3.00,37200
3.00,37201
8.00,37202
8.00,37203
5.00,37204
3.00,37205
1.00,37206
6.00,37207
5.00,37208
7.00,37209
2.00,37210
4.00,37211
8.00,37212
9.00,37213
3.00,37214
5.00,37215
6.00,37216
7.00,37217
6.00,37218
1.00,37219
7.00,37220
10.00,37221
1.00,37222
4.00,37223
3.00,37224
9.00,37225
8.00,37226
2.00,37227
2.00,37228
4.00,37229
8.00,37230
9.00,37231
3.00,37232
4.00,37233
2.00,37234
6.00,37235
10.00,37236
2.00,37237
4.00,37238
8.00,37239
6.00,37240
6.00,37241
2.00,37242
8.00,37243
9.00,37244
2.00,37245
4.00,37247
3.00,37248
7.00,37249
7.00,37250
6.00,37251
3.00,37252
3.00,37253
8.00,37254
9.00,37255
3.00,37256
4.00,37257
6.00,37258
7.00,37259
7.00,37260
4.00,37261
8.00,37262
9.00,37263
5.00,37264
2.00,37265
1.00,37266
7.00,37267
7.00,37268
5.00,37269
6.00,37270
4.00,37271
5.00,37272
8.00,37273
7.00,37274
6.00,37275
6.00,37276
2.00,37277
4.00,37278
9.00,37279
3.00,37280
2.00,37281
7.00,37282
5.00,37283
6.00,37284
3.00,37285
3.00,37286
10.00,37287
2.00,37288
8.00,37289
6.00,37290
4.00,37291
2.00,37292
5.00,37293
5.00,37294
7.00,37295
6.00,37296
2.00,37297
3.00,37298
4.00,37299
8.00,37300
9.00,37301
1.00,37302
3.00,37303
2.00,37304
9.00,37305
8.00,37306
4.00,37307
2.00,37308
2.00,37309
7.00,37310
7.00,37311
5.00,37312
3.00,37313
4.00,37314
7.00,37315
9.00,37316
2.00,37317
5.00,37318
8.00,37319
6.00,37320
6.00,37321
2.00,37322
9.00,37323
9.00,37324
2.00,37325
2.00,37326
6.00,37327
6.00,37328
7.00,37329
4.00,37330
3.00,37331
4.00,37332
9.00,37333
9.00,37334
3.00,37335
3.00,37336
2.00,37337
7.00,37338
8.00,37339
3.00,37340
2.00,37341
3.00,37342
5.00,37343
9.00,37344
7.00,37345
2.00,37346
4.00,37347
11.00,37348
3.00,37349
10.00,37350
1.00,37351
4.00,37352
9.00,37353
10.00,37354
4.00,37355
8.00,37356
9.00,37357
3.00,37358
4.00,37359
3.00,37360
8.00,37361
9.00,37362
5.00,37363
4.00,37364
5.00,37365
10.00,37366
5.00,37367
9.00,37368
2.00,37369
3.00,37370
6.00,37371
8.00,37372
8.00,37373
6.00,37374
6.00,37375
5.00,37376
5.00,37377
7.00,37378
9.00,37379
6.00,37380
2.00,37381
3.00,37382
4.00,37383
9.00,37384
7.00,37385
5.00,37386
1.00,37387
2.00,37388
9.00,37389
9.00,37390
4.00,37391
4.00,37392
5.00,37393
9.00,37394
9.00,37395
4.00,37396
8.00,37397
9.00,37398
4.00,37399
3.00,37400
4.00,37401
11.00,37402
4.00,37403
9.00,37404
9.00,37405
9.00,37406
2.00,37407
3.00,37408
8.00,37409
9.00,37410
10.00,37411
2.00,37412
4.00,37413
10.00,37414
3.00,37415
6.00,37416
9.00,37417
10.00,37418
3.00,37419
10.00,37420
4.00,37421
10.00,37422
2.00,37423
4.00,37424
9.00,37425
9.00,37426
2.00,37427
6.00,37428
8.00,37429
7.00,37430
8.00,37431
4.00,37432
8.00,37433
9.00,37434
3.00,37435
3.00,37436
3.00,37437
8.00,37438
9.00,37439
6.00,37440
6.00,37441
4.00,37442
5.00,37443
5.00,37444
8.00,37445
8.00,37446
7.00,37447
5.00,37448
4.00,37449
11.00,37450
2.00,37451
4.00,37452
9.00,37453
10.00,37454
4.00,37455
7.00,37456
10.00,37457
4.00,37458
6.00,37459
7.00,37460
8.00,37461
5.00,37462
2.00,37463
9.00,37464
9.00,37465
5.00,37466
4.00,37467
7.00,37468
9.00,37469
8.00,37470
2.00,37471
2.00,37472
9.00,37473
6.00,37474
5.00,37475
6.00,37476
5.00,37477
9.00,37478
3.00,37479
4.00,37480
7.00,37481
9.00,37482
9.00,37483
3.00,37484
2.00,37485
7.00,37486
6.00,37487
8.00,37488
7.00,37489
5.00,37490
4.00,37491
5.00,37492
7.00,37493
7.00,37494
8.00,37495
2.00,37496
6.00,37497
5.00,37498
10.00,37499
4.00,37500
11.00,37501
3.00,37502
3.00,37503
10.00,37504
4.00,37505
3.00,37506
9.00,37507
10.00,37508
3.00,37509
10.00,37510
5.00,37511
8.00,37512
10.00,37513
4.00,37514
9.00,37515
10.00,37516
3.00,37517
10.00,37518
2.00,37519
9.00,37520
9.00,37521
6.00,37522
3.00,37523
4.00,37524
10.00,37525
4.00,37526
5.00,37527
10.00,37528
5.00,37529
9.00,37530
10.00,37531
4.00,37532
9.00,37533
10.00,37534
5.00,37535
9.00,37536
10.00,37537
4.00,37538
6.00,37539
8.00,37540
9.00,37541
7.00,37542
1.00,37543
3.00,37544
6.00,37545
9.00,37546
10.00,37547
4.00,37548
9.00,37549
9.00,37550
3.00,37551
3.00,37552
10.00,37553
3.00,37554
2.00,37555
7.00,37556
11.00,37557
3.00,37558
8.00,37559
12.00,37560
3.00,37561
11.00,37562
3.00,37563
9.00,37564
9.00,37565
10.00,37566
1.00,37567
3.00,37569
4.00,37570
10.00,37571
2.00,37572
8.00,37573
11.00,37574
2.00,37575
10.00,37576
4.00,37577
9.00,37578
7.00,37579
7.00,37580
3.00,37581
4.00,37582
5.00,37583
11.00,37584
4.00,37585
11.00,37586
5.00,37587
1.00,37588
10.00,37589
4.00,37590
10.00,37591
4.00,37592
3.00,37593
9.00,37594
10.00,37595
5.00,37596
11.00,37597
4.00,37598
10.00,37599
4.00,37600
4.00,37601
11.00,37602
4.00,37603
5.00,37604
10.00,37605
3.00,37606
9.00,37607
7.00,37608
9.00,37609
5.00,37610
7.00,37611
10.00,37612
3.00,37613
5.00,37614
10.00,37615
4.00,37616
5.00,37617
9.00,37618
8.00,37619
2.00,37620
4.00,37621
3.00,37622
10.00,37623
4.00,37624
10.00,37625
3.00,37626
4.00,37627
12.00,37628
4.00,37629
4.00,37630
10.00,37631
4.00,37633
3.00,37634
7.00,37635
11.00,37636
1.00,37637
3.00,37638
4.00,37639
10.00,37640
3.00,37641
8.00,37642
8.00,37643
6.00,37644
5.00,37645
5.00,37646
10.00,37647
4.00,37648
6.00,37649
11.00,37650
4.00,37651
7.00,37652
11.00,37653
5.00,37654
10.00,37655
5.00,37656
5.00,37657
12.00,37658
4.00,37659
4.00,37660
10.00,37661
4.00,37662
10.00,37663
5.00,37664
4.00,37665
11.00,37666
4.00,37667
4.00,37668
10.00,37669
4.00,37670
9.00,37671
9.00,37672
10.00,37673
2.00,37674
6.00,37675
9.00,37676
4.00,37677
3.00,37678
8.00,37679
10.00,37680
2.00,37681
7.00,37682
9.00,37683
7.00,37684
5.00,37685
5.00,37686
5.00,37687
7.00,37688
9.00,37689
7.00,37690
6.00,37691
3.00,37692
5.00,37693
10.00,37694
5.00,37695
5.00,37696
11.00,37697
4.00,37698
5.00,37699
10.00,37700
3.00,37701
9.00,37702
10.00,37703
6.00,37704
10.00,37705
4.00,37706
10.00,37707
4.00,37708
5.00,37709
10.00,37710
5.00,37711
3.00,37712
11.00,37713
1.00,37714
10.00,37715
3.00,37716
3.00,37717
9.00,37718
8.00,37719
11.00,37720
4.00,37721
5.00,37722
10.00,37723
3.00,37724
7.00,37725
10.00,37726
4.00,37727
8.00,37728
4.00,37729
5.00,37730
7.00,37731
9.00,37732
9.00,37733
7.00,37734
4.00,37735
4.00,37736
5.00,37737
6.00,37738
8.00,37739
8.00,37740
2.00,37741
3.00,37742
5.00,37743
11.00,37744
5.00,37745
10.00,37746
3.00,37747
4.00,37748
11.00,37749
3.00,37750
4.00,37751
9.00,37752
11.00,37753
4.00,37754
9.00,37755
11.00,37756
4.00,37757
7.00,37758
9.00,37759
5.00,37760
3.00,37761
8.00,37762
10.00,37763
3.00,37764
9.00,37765
10.00,37766
2.00,37767
7.00,37768
8.00,37769
7.00,37770
6.00,37771
5.00,37772
12.00,37773
4.00,37774
11.00,37775
4.00,37776
4.00,37777
11.00,37778
2.00,37779
9.00,37780
6.00,37781
6.00,37782
6.00,37783
11.00,37784
4.00,37785
7.00,37786
7.00,37787
10.00,37788
6.00,37789
6.00,37790
10.00,37791
6.00,37792
11.00,37793
4.00,37794
5.00,37795
9.00,37796
9.00,37797
2.00,37798
8.00,37799
9.00,37800
6.00,37801
4.00,37802
5.00,37803
11.00,37804
4.00,37805
11.00,37806
4.00,37807
5.00,37808
12.00,37809
3.00,37810
10.00,37811
4.00,37812
4.00,37813
10.00,37814
3.00,37815
4.00,37816
9.00,37817
9.00,37818
5.00,37819
3.00,37820
4.00,37821
9.00,37822
10.00,37823
4.00,37824
9.00,37825
10.00,37826
2.00,37827
5.00,37828
5.00,37829
10.00,37830
3.00,37831
10.00,37832
5.00,37833
5.00,37834
10.00,37835
4.00,37836
11.00,37837
3.00,37838
3.00,37839
9.00,37840
11.00,37841
3.00,37842
9.00,37843
10.00,37844
4.00,37845
10.00,37846
3.00,37847
9.00,37848
10.00,37849
4.00,37850
8.00,37851
9.00,37852
7.00,37853
6.00,37854
5.00,37855
6.00,37856
6.00,37857
8.00,37858
4.00,37859
4.00,37860
9.00,37861
10.00,37862
5.00,37863
9.00,37864
10.00,37865
4.00,37866
5.00,37867
6.00,37868
10.00,37869
4.00,37870
9.00,37871
3.00,37872
4.00,37873
6.00,37874
9.00,37875
8.00,37876
3.00,37877
